test,genotype,cross,plant_no,plot,year,loc,mg,fc,pb,md,yield,seed_weight,gs_gl,ht,det,ldg,ag_score,oil_dry_basis,protein_dry_basis
Plant Rows,N21-0010,Mx17-02,32,RM21-0010,2021,CLA,<5.3,P,G,284,573.2,15.7,,,I,,,23.31,40.86
Plant Rows,N21-0015,Mx17-02,47,RM21-0015,2021,CLA,<5.3,P,G,278,460.3,14.7,,,I,,,24.3,41.94
Plant Rows,N21-0025,Mx17-02,110,RM21-0025,2021,CLA,<5.3,P,G,279,523.4,12.8,,,S,,,20.58,47.69
Plant Rows,N21-0027,Mx17-02,125,RM21-0027,2021,CLA,<5.3,P,,279,581,14.3,,,D,,,24.19,41.3
Plant Rows,N21-0030,Mx17-02,130,RM21-0030,2021,CLA,<5.3,W,,281,558.6,11.2,,,D,,,21.33,46.49
Plant Rows,N21-0034,Mx17-02,142,RM21-0034,2021,CLA,<5.3,S,,282,571,15.9,,,D,,,23.64,42.85
Plant Rows,N21-0054,Mx17-05,24,RM21-0054,2021,CLA,<5.3,P,G,279,1350.7,15.9,,,D,,,23.81,42.52
Plant Rows,N21-0071,Mx17-06,27,RM21-0071,2021,CLA,<5.3,P,T,282,922.6,13.5,,,D,,,22.86,43.7
Plant Rows,N21-0072,Mx17-06,28,RM21-0072,2021,CLA,<5.3,P,T,282,651.4,13.6,,,D,,,23.27,43.26
Plant Rows,N21-0084,Mx17-06,45,RM21-0084,2021,CLA,<5.3,P,T,279,767.4,12.7,,,D,,,22.91,43.5
Plant Rows,N21-0097,Mx17-06,73,RM21-0097,2021,CLA,<5.3,P,T,283,598.1,13.7,,,D,,,21.72,46.31
Plant Rows,N21-0104,Mx17-07,5,RM21-0104,2021,CLA,<5.3,P,T,283,472.7,11.6,,,D,,,21.45,45.15
Plant Rows,N21-0108,Mx17-07,10,RM21-0108,2021,CLA,<5.3,P,T,282,505.7,12.8,,,D,,,22.89,43.49
Plant Rows,N21-0109,Mx17-07,11,RM21-0109,2021,CLA,<5.3,P,T,283,730.8,15.4,,,D,,,22.26,44.3
Plant Rows,N21-0115,Mx17-07,20,RM21-0115,2021,CLA,<5.3,W,G,279,219.1,11.2,,,D,,,22.92,42.5
Plant Rows,N21-0130,Mx17-07,51,RM21-0130,2021,CLA,<5.3,W,T,285,382.2,11.8,,,D,,,23.64,42.5
Plant Rows,N21-0138,Mx17-07,66,RM21-0138,2021,CLA,<5.3,P,T,285,749.4,14.3,,,D,,,22.22,43.24
Plant Rows,N21-0163,Mx17-08,27,RM21-0163,2021,CLA,<5.3,P,T,283,766,13.3,,,,,,21.69,45.68
Plant Rows,N21-0201,Mx17-09,44,RM21-0201,2021,CLA,<5.3,W,S,286,608,12.8,,,S,,3,23.1,43.08
Plant Rows,N21-0202,Mx17-09,46,RM21-0202,2021,CLA,<5.3,P,T,280,489.8,12.1,,,S,,3.5,22.8,43.32
Plant Rows,N21-0203,Mx17-09,48,RM21-0203,2021,CLA,<5.3,W,T,280,411.8,13.8,,,I,,3.5,22.94,43.93
Plant Rows,N21-0204,Mx17-09,52,RM21-0204,2021,CLA,<5.3,P,G,281,824.4,13.4,,,D,,3,22.45,44.38
Plant Rows,N21-0206,Mx17-09,60,RM21-0206,2021,CLA,<5.3,P,T,283,886.9,14.2,,,D,,3,22.77,43.63
Plant Rows,N21-0207,Mx17-09,62,RM21-0207,2021,CLA,<5.3,W,G,285,898.9,12.6,,,S,,3,20.85,44.53
Plant Rows,N21-0208,Mx17-09,64,RM21-0208,2021,CLA,<5.3,P,T,284,894.9,14,,,I,,3,24.23,42.02
Plant Rows,N21-0209,Mx17-09,68,RM21-0209,2021,CLA,<5.3,P,T,284,961.4,15.3,,,I,,3,22.66,42.03
Plant Rows,N21-0210,Mx17-09,69,RM21-0210,2021,CLA,<5.3,P,T,284,1164.8,16.2,,,S,,3.5,22.36,44.69
Plant Rows,N21-0211,Mx17-09,74,RM21-0211,2021,CLA,<5.3,P,G,284,982.3,15.9,,,I,,3,22.73,43.69
Plant Rows,N21-0212,Mx17-09,75,RM21-0212,2021,CLA,<5.3,P,T,283,1174,13.7,,,I,,2.5,23.47,42.67
Plant Rows,N21-0213,Mx17-11,27,RM21-0213,2021,CLA,<5.3,W,G,286,1110.8,15.7,,,I,,2.5,20.68,45.67
Plant Rows,N21-0214,Mx17-11,43,RM21-0214,2021,CLA,<5.3,P,G,286,1109.4,15,,,I,,2.5,21.32,45.21
Plant Rows,N21-0215,Mx17-11,44,RM21-0215,2021,CLA,<5.3,W,G,286,1024.5,11,,,D,,2.5,21.37,43.91
Plant Rows,N21-0216,Mx17-11,50,RM21-0216,2021,CLA,<5.3,P,G,285,1625.1,11.7,,,S,,x,20.85,42.7
Plant Rows,N21-0217,Mx17-11,60,RM21-0217,2021,CLA,<5.3,W,G,284,987.5,14,,,I,,2.5,20.85,44.32
Plant Rows,N21-0218,Mx17-12,3,RM21-0218,2021,CLA,<5.3,P,T,282,1095,13.7,,,I,,2.5,22.72,42.69
Plant Rows,N21-0219,Mx17-12,4,RM21-0219,2021,CLA,<5.3,W,G,284,876,14.2,,,D,,3,21.03,45.61
Plant Rows,N21-0220,Mx17-12,5,RM21-0220,2021,CLA,<5.3,P,G,284,860.9,15.8,,,D,,3,21.53,44.86
Plant Rows,N21-0221,Mx17-12,24,RM21-0221,2021,CLA,<5.3,W,T,286,1101.2,13.6,,,D,,3,22.53,44.37
Plant Rows,N21-0222,Mx17-12,33,RM21-0222,2021,CLA,<5.3,W,T,284,1036.7,17,,,S,,x,23.46,42.81
Plant Rows,N21-0223,Mx17-15,1,RM21-0223,2021,CLA,<5.3,P,G,284,1259.8,17.3,,,D,,3,22.92,44.21
Plant Rows,N21-0224,Mx17-15,2,RM21-0224,2021,CLA,<5.3,W,G,286,1730.6,17.3,,,D,,3,22.64,42.3
Plant Rows,N21-0225,Mx17-15,3,RM21-0225,2021,CLA,<5.3,S,S,286,798.3,15.4,,,D,,x,22.09,44.37
Plant Rows,N21-0227,Mx17-15,6,RM21-0227,2021,CLA,<5.3,P,G,299,910.4,16.2,,,D,,2,22.69,43.68
Plant Rows,N21-0228,Mx17-15,7,RM21-0228,2021,CLA,<5.3,W,G,282,663.1,12.8,,,D,,3,22.17,43.42
Plant Rows,N21-0229,Mx17-15,10,RM21-0229,2021,CLA,<5.3,W,G,286,966.2,16.7,,,D,,2,21.84,45.38
Plant Rows,N21-0230,Mx17-16,3,RM21-0230,2021,CLA,<5.3,W,T,284,731.9,15.4,,,D,,3,23.54,42.77
Plant Rows,N21-0231,Mx17-16,4,RM21-0231,2021,CLA,<5.3,P,T,284,389.9,14.9,,,D,,3,24.02,41.87
Plant Rows,N21-0232,Mx17-16,8,RM21-0232,2021,CLA,<5.3,P,T,284,1186.4,13.8,,,I,,2.5,23.75,43.04
Plant Rows,N21-0233,Mx17-19,25,RM21-0233,2021,CLA,<5.3,W,G,283,1481,14.1,,,I,,3,24.03,41.36
Plant Rows,N21-0234,Mx17-21,1,RM21-0234,2021,CLA,<5.3,P,T,284,1150.3,16.2,,,I,,2.5,21.94,45.54
Plant Rows,N21-0235,Mx17-21,2,RM21-0235,2021,CLA,<5.3,P,T,284,899,14.4,,,D,,2,22.77,45.09
Plant Rows,N21-0237,Mx17-21,6,RM21-0237,2021,CLA,<5.3,P,T,285,978.6,15.3,,,D,,3,21.91,44.56
Plant Rows,N21-0238,Mx17-21,8,RM21-0238,2021,CLA,<5.3,W,T,285,939,16.2,,,I,,2.5,22.64,45.2
Plant Rows,N21-0239,Mx17-21,9,RM21-0239,2021,CLA,<5.3,W,T,284,774.9,15.3,,,S,,x,22.01,45.3
Plant Rows,N21-0240,Mx17-21,11,RM21-0240,2021,CLA,<5.3,P,T,284,679.8,12.7,,,I,,1.5,21.41,45.7
Plant Rows,N21-0241,Mx17-21,12,RM21-0241,2021,CLA,<5.3,W,T,285,1505.6,15.6,,,I,,3.5,22.18,44.17
Plant Rows,N21-0242,Mx17-21,13,RM21-0242,2021,CLA,<5.3,P,T,284,1050.9,14.1,,,I,,3,21.62,45.38
Plant Rows,N21-0243,Mx17-21,14,RM21-0243,2021,CLA,<5.3,P,T,285,1341.1,16.8,,,I,,3.5,22.86,44.36
Plant Rows,N21-0244,Mx17-22,18,RM21-0244,2021,CLA,<5.3,P,T,287,1503.4,14.5,,,I,,2,25.06,39.32
Plant Rows,N21-0245,Mx17-22,24,RM21-0245,2021,CLA,<5.3,P,T,285,1133.5,14.4,,,I,,2,24.41,41.82
Plant Rows,N21-0246,Mx17-23,75,RM21-0246,2021,CLA,<5.3,P,G,286,1298.2,14.3,,,S,,x,22.19,41.01
Plant Rows,N21-0247,Mx17-25,1,RM21-0247,2021,CLA,<5.3,W,T,286,1002.9,15.2,,,S,,x,22.88,42.99
Plant Rows,N21-0248,Mx17-25,3,RM21-0248,2021,CLA,<5.3,P,G,282,1335.6,14.3,,,D,,3.5,22.14,43.22
Plant Rows,N21-0250,Mx17-25,6,RM21-0250,2021,CLA,<5.3,P,T,283,1195.1,15.8,,,D,,3,21.66,43.79
Plant Rows,N21-0251,Mx17-25,9,RM21-0251,2021,CLA,<5.3,S,S,283,796.7,14.1,,,S,,4,23.27,42.06
Plant Rows,N21-0252,Mx17-25,12,RM21-0252,2021,CLA,<5.3,W,G,286,1345.2,15.7,,,D,,3,22.57,44.05
Plant Rows,N21-0253,Mx17-25,14,RM21-0253,2021,CLA,<5.3,W,T,284,824.5,15.6,,,D,,4,21.65,45.59
Plant Rows,N21-0255,Mx17-25,19,RM21-0255,2021,CLA,<5.3,P,G,287,958.5,16.1,,,D,,4,22.36,45.69
Plant Rows,N21-0258,Mx17-25,28,RM21-0258,2021,CLA,<5.3,P,G,286,1198.6,16.2,,,I,,3,22.72,43.67
Plant Rows,N21-0259,Mx17-25,47,RM21-0259,2021,CLA,<5.3,P,G,285,823.4,15.7,,,I,,4,22.88,43.19
Plant Rows,N21-0260,Mx17-25,54,RM21-0260,2021,CLA,<5.3,P,T,284,709,13,,,D,,3,22.12,44.63
Plant Rows,N21-0261,Mx17-27,1,RM21-0261,2021,CLA,<5.3,P,G,286,1549,17.2,,,I,,2.5,23.11,42.98
Plant Rows,N21-0262,Mx17-27,6,RM21-0262,2021,CLA,<5.3,W,G,284,1438,17.1,,,S,,x,23.44,43.14
Plant Rows,N21-0263,Mx17-27,11,RM21-0263,2021,CLA,<5.3,W,G,284,1211.2,16.2,,,S,,x,23.14,41.92
Plant Rows,N21-0264,Mx17-27,12,RM21-0264,2021,CLA,<5.3,P,G,283,1061.8,15.2,,,I,,3,22.48,43.23
Plant Rows,N21-0265,Mx17-27,14,RM21-0265,2021,CLA,<5.3,P,G,284,1373.9,15.5,,,I,,2.5,23.54,40.58
Plant Rows,N21-0266,Mx17-27,15,RM21-0266,2021,CLA,<5.3,W,G,284,938.2,14.4,,,I,,2.5,23.46,41.44
Plant Rows,N21-0267,Mx17-27,17,RM21-0267,2021,CLA,<5.3,P,G,284,806.4,14.9,,,S,,x,22.31,41.98
Plant Rows,N21-0268,Mx17-27,22,RM21-0268,2021,CLA,<5.3,P,G,283,1458.8,15.2,,,I,,3,23.01,40.41
Plant Rows,N21-0269,Mx17-27,35,RM21-0269,2021,CLA,<5.3,W,G,285,1356.7,11.8,,,I,,3.5,21.65,41.32
Plant Rows,N21-0270,Mx17-28,3,RM21-0270,2021,CLA,<5.3,S,G,284,1579.6,12.5,,,I,,4,23.44,40.67
Plant Rows,N21-0271,Mx17-29,3,RM21-0271,2021,CLA,<5.3,W,S,284,1309.9,15,,,I,,x,21.89,45.75
Plant Rows,N21-0272,Mx17-29,4,RM21-0272,2021,CLA,<5.3,W,T,287,1424,15.2,,,I,,3,22.19,43.81
Plant Rows,N21-0273,Mx17-29,6,RM21-0273,2021,CLA,<5.3,W,G,286,1346.4,14.7,,,I,,3,20.96,45.32
Plant Rows,N21-0274,Mx17-29,8,RM21-0274,2021,CLA,<5.3,W,G,286,1200.4,15.5,,,I,,2.5,21.02,48.58
Plant Rows,N21-0275,Mx17-33,71,RM21-0275,2021,CLA,<5.3,P,G,286,1335.8,15.6,,,I,,2.5,23.76,40.31
Plant Rows,N21-0276,Mx17-34,46,RM21-0276,2021,CLA,<5.3,P,T,282,1129.5,13.6,,,D,,2.5,22.32,40.28
Plant Rows,N21-0278,Mx17-36,46,RM21-0278,2021,CLA,<5.3,W,T,54,1220.1,15.8,,,I,,2,22.41,41.05
Plant Rows,N21-0279,Mx17-36,60,RM21-0279,2021,CLA,<5.3,W,S,286,1368,14.9,,,D,,x,24.34,41.84
Plant Rows,N21-0280,Mx17-37,1,RM21-0280,2021,CLA,<5.3,W,G,285,1510.3,19.7,,,D,,3,22.23,43.17
Plant Rows,N21-0281,Mx17-37,5,RM21-0281,2021,CLA,<5.3,S,G,285,812.1,16.4,,,D,,4,22.96,43.16
Plant Rows,N21-0282,Mx17-37,10,RM21-0282,2021,CLA,<5.3,W,G,283,1103,17.5,,,D,,3,21.86,46.17
Plant Rows,N21-0286,Mx17-37,20,RM21-0286,2021,CLA,<5.3,W,G,280,391.8,13.1,,,D,,3,22.82,43.8
Plant Rows,N21-0288,Mx17-37,27,RM21-0288,2021,CLA,<5.3,S,G,50,1125.3,16.7,,,D,,3,22.93,43.68
Plant Rows,N21-0290,Mx17-37,30,RM21-0290,2021,CLA,<5.3,W,G,283,1467.4,15.6,,,D,,3,22.33,42.87
Plant Rows,N21-0291,Mx17-37,31,RM21-0291,2021,CLA,<5.3,W,G,283,1183.3,16.6,,,D,,3,22.91,42.69
Plant Rows,N21-0293,Mx17-37,35,RM21-0293,2021,CLA,<5.3,P,G,285,1221.7,17.2,,,I,,3,22.48,42.63
Plant Rows,N21-0294,Mx17-37,36,RM21-0294,2021,CLA,<5.3,W,G,283,1122.7,14,,,I,,3,22.17,42.72
Plant Rows,N21-0295,Mx17-37,39,RM21-0295,2021,CLA,<5.3,P,G,283,1327.4,15.8,,,S,,x,21.74,45.8
Plant Rows,N21-0296,Mx17-37,40,RM21-0296,2021,CLA,<5.3,W,G,286,1009.5,20,,,I,,4,20.14,47.36
Plant Rows,N21-0297,Mx17-37,41,RM21-0297,2021,CLA,<5.3,P,G,286,1202.1,15.8,,,I,,3.5,21.27,43.65
Plant Rows,N21-0298,Mx17-37,42,RM21-0298,2021,CLA,<5.3,W,G,283,1487.3,15.3,,,I,,3,22.51,43.85
Plant Rows,N21-0299,Mx17-37,44,RM21-0299,2021,CLA,<5.3,P,G,286,1954.1,18.1,,,I,,3,20.5,44.67
Plant Rows,N21-0300,Mx17-37,48,RM21-0300,2021,CLA,<5.3,W,G,284,1307.2,16.9,,,I,,3,21.28,43.98
Plant Rows,N21-0301,Mx17-37,49,RM21-0301,2021,CLA,<5.3,P,G,284,1297.3,16.3,,,I,,2.5,22.81,43.23
Plant Rows,N21-0302,Mx17-38,20,RM21-0302,2021,CLA,<5.3,W,S,287,1003.5,14.8,,,D,,x,23.52,41.56
Plant Rows,N21-0303,Mx17-38,29,RM21-0303,2021,CLA,<5.3,P,T,287,940.7,13.5,,,I,,2.5,23.46,41.53
Plant Rows,N21-0304,Mx17-38,40,RM21-0304,2021,CLA,<5.3,P,T,285,1217.1,11.8,,,I,,2,23.04,42.98
Plant Rows,N21-0305,Mx17-38,53,RM21-0305,2021,CLA,<5.3,P,T,283,990,14.7,,,S,,x,24.41,40.75
Plant Rows,N21-0306,Mx17-38,54,RM21-0306,2021,CLA,<5.3,W,T,283,1136,15.8,,,S,,x,23.41,41.72
Plant Rows,N21-0307,Mx17-27,47,RM21-0307,2021,CLA,<5.3,P,G,285,1721.2,16.5,,,I,,2,22.37,42.04
Plant Rows,N21-0308,Mx17-27,48,RM21-0308,2021,CLA,<5.3,W,G,285,1027.9,17.8,,,S,,x,23.28,43.05
Plant Rows,N21-0311,Mx17-27,54,RM21-0311,2021,CLA,<5.3,W,G,284,463.1,15,,,D,,4,24.39,41.56
Plant Rows,N21-0314,CHECK,Ellis,RM21-0314,2021,CLA,<5.3,W,G,286,356.2,11.7,,,D,,x,23.07,41.29
Plant Rows,N21-0315,CHECK,Osage,RM21-0315,2021,CLA,<5.3,P,G,285,1500.9,12.9,,,D,,x,21.9,44.84
Plant Rows,N21-0316,CHECK,N16-8564,RM21-0316,2021,CLA,<5.3,P,G,285,996.5,13.1,,,D,,x,23.45,42.6
Plant Rows,N21-0317,CHECK,TN11-5140,RM21-0317,2021,CLA,5.4-5.9,W,G,286,1310.5,14.9,,,D,,x,23.09,40.8
Plant Rows,N21-0318,CHECK,Osage,RM21-0318,2021,CLA,5.4-5.9,P,G,284,1365.1,12.9,,,D,,x,22.13,44.19
Plant Rows,N21-0319,CHECK,N16-8564,RM21-0319,2021,CLA,5.4-5.9,P,G,284,1334.6,13.2,,,D,,x,23.05,41.73
Plant Rows,N21-0320,Mx17-03,7,RM21-0320,2021,CLA,5.4-5.9,W,T,282,1022.7,14.5,,,D,,3,25.13,41.21
Plant Rows,N21-0321,Mx17-04,25,RM21-0321,2021,CLA,5.4-5.9,W,G,283,1073.4,15.5,,,I,,3.5,22.6,42.25
Plant Rows,N21-0322,Mx17-04,40,RM21-0322,2021,CLA,5.4-5.9,P,G,284,809.4,17.2,,,I,,3,22.35,40.82
Plant Rows,N21-0323,Mx17-04,53,RM21-0323,2021,CLA,5.4-5.9,S,G,284,1357.6,15.7,,,I,,3.5,22.32,43.74
Plant Rows,N21-0324,Mx17-05,8,RM21-0324,2021,CLA,5.4-5.9,W,G,285,1455.7,14.8,,,I,,2.5,23.92,40.71
Plant Rows,N21-0325,Mx17-05,10,RM21-0325,2021,CLA,5.4-5.9,W,G,284,1100.9,15.4,,,I,,3.5,23.49,40.98
Plant Rows,N21-0326,Mx17-05,23,RM21-0326,2021,CLA,5.4-5.9,S,G,285,1075.5,14.3,,,I,,3,23.58,40.83
Plant Rows,N21-0327,Mx17-05,36,RM21-0327,2021,CLA,5.4-5.9,P,G,285,1146.6,12.2,,,I,,3,22.89,42.08
Plant Rows,N21-0328,Mx17-05,44,RM21-0328,2021,CLA,5.4-5.9,P,G,285,1608.7,15.1,,,I,,3,23.72,41.91
Plant Rows,N21-0329,Mx17-06,1,RM21-0329,2021,CLA,5.4-5.9,P,T,282,953.4,14,,,D,,2,23.8,42.49
Plant Rows,N21-0330,Mx17-06,3,RM21-0330,2021,CLA,5.4-5.9,P,G,282,1132.5,13.9,,,D,,3,21.41,43.16
Plant Rows,N21-0331,Mx17-06,6,RM21-0331,2021,CLA,5.4-5.9,W,T,283,1217.9,13.9,,,D,,3,22.75,43.36
Plant Rows,N21-0332,Mx17-06,9,RM21-0332,2021,CLA,5.4-5.9,W,G,283,1270.4,13.7,,,D,,3,22.3,44.54
Plant Rows,N21-0333,Mx17-06,11,RM21-0333,2021,CLA,5.4-5.9,P,T,283,1129.8,13.7,,,D,,3.5,23.08,43.31
Plant Rows,N21-0334,Mx17-06,13,RM21-0334,2021,CLA,5.4-5.9,W,T,283,877.3,13,,,D,,3,22.79,43.44
Plant Rows,N21-0335,Mx17-06,14,RM21-0335,2021,CLA,5.4-5.9,W,T,283,948.3,14.2,,,D,,2.5,23.1,42.29
Plant Rows,N21-0337,Mx17-06,17,RM21-0337,2021,CLA,5.4-5.9,P,T,286,1073.3,17.8,,,D,,3.5,23.38,43.24
Plant Rows,N21-0344,Mx17-06,34,RM21-0344,2021,CLA,5.4-5.9,W,T,284,640.2,16.1,,,D,,4,24.37,43.87
Plant Rows,N21-0345,Mx17-06,36,RM21-0345,2021,CLA,5.4-5.9,P,T,284,1376.8,14.9,,,S,,x,23.91,40.19
Plant Rows,N21-0346,Mx17-06,37,RM21-0346,2021,CLA,5.4-5.9,P,T,284,1373.5,12.2,,,I,,2.5,22.62,44.09
Plant Rows,N21-0347,Mx17-07,3,RM21-0347,2021,CLA,5.4-5.9,W,G,283,941.6,13.4,,,I,,2.5,22.46,44.5
Plant Rows,N21-0348,Mx17-07,6,RM21-0348,2021,CLA,5.4-5.9,W,T,285,843.7,12.8,,,I,,2.5,22.02,44.04
Plant Rows,N21-0349,Mx17-07,10,RM21-0349,2021,CLA,5.4-5.9,W,G,283,512.8,13.9,,,S,,x,22.64,41.33
Plant Rows,N21-0350,Mx17-07,12,RM21-0350,2021,CLA,5.4-5.9,P,G,283,1356.6,13.6,,,S,,x,21.88,42.81
Plant Rows,N21-0351,Mx17-07,15,RM21-0351,2021,CLA,5.4-5.9,P,T,284,923,15.3,,,I,,3,20.55,47.34
Plant Rows,N21-0352,Mx17-08,1,RM21-0352,2021,CLA,5.4-5.9,P,G,285,653.7,14,,,S,,x,22.67,44.76
Plant Rows,N21-0353,Mx17-08,3,RM21-0353,2021,CLA,5.4-5.9,W,T,284,1220.7,14.8,,,D,,3.5,21.17,45.41
Plant Rows,N21-0354,Mx17-08,4,RM21-0354,2021,CLA,5.4-5.9,W,G,285,823.8,13.1,,,S,,x,22.82,43.49
Plant Rows,N21-0355,Mx17-08,7,RM21-0355,2021,CLA,5.4-5.9,W,T,283,431.9,13.7,,,I,,4.5,22.44,44.68
Plant Rows,N21-0356,Mx17-08,8,RM21-0356,2021,CLA,5.4-5.9,S,T,285,1157,14.4,,,D,,3,22.57,43.36
Plant Rows,N21-0357,Mx17-08,9,RM21-0357,2021,CLA,5.4-5.9,W,T,285,639.6,15.4,,,D,,4,23.29,42.81
Plant Rows,N21-0358,Mx17-08,11,RM21-0358,2021,CLA,5.4-5.9,P,T,285,852.2,12.3,,,S,,x,22.06,43.11
Plant Rows,N21-0359,Mx17-08,12,RM21-0359,2021,CLA,5.4-5.9,P,T,284,852.1,14.4,,,D,,3,22.89,42.98
Plant Rows,N21-0360,Mx17-08,16,RM21-0360,2021,CLA,5.4-5.9,P,T,283,1171.6,13.8,,,I,,3,22.87,43.21
Plant Rows,N21-0361,Mx17-08,18,RM21-0361,2021,CLA,5.4-5.9,P,S,282,313.6,13.4,,,S,,x,23.15,43.84
Plant Rows,N21-0362,Mx17-08,21,RM21-0362,2021,CLA,5.4-5.9,W,S,281,566.7,11.5,,,D,,4,21.32,45.61
Plant Rows,N21-0363,Mx17-09,1,RM21-0363,2021,CLA,5.4-5.9,P,T,284,1367.5,14.1,,,D,,3,22.34,43.28
Plant Rows,N21-0364,Mx17-09,3,RM21-0364,2021,CLA,5.4-5.9,W,T,284,820.8,15.3,,,S,,x,22.57,44.36
Plant Rows,N21-0365,Mx17-09,5,RM21-0365,2021,CLA,5.4-5.9,P,T,285,1304.7,13.5,,,I,,2.5,22.67,42.29
Plant Rows,N21-0367,Mx17-09,19,RM21-0367,2021,CLA,5.4-5.9,S,G,283,418.8,14.2,,,I,,4,22.43,44.84
Plant Rows,N21-0370,Mx17-09,33,RM21-0370,2021,CLA,5.4-5.9,P,T,284,571.4,14,,,S,,x,22.44,45.35
Plant Rows,N21-0372,Mx17-09,38,RM21-0372,2021,CLA,5.4-5.9,P,T,284,1133.6,13.5,,,I,,3,23.61,41.19
Plant Rows,N21-0373,Mx17-09,42,RM21-0373,2021,CLA,5.4-5.9,W,T,283,1063.7,13,,,I,,4,23.22,42.21
Plant Rows,N21-0374,Mx17-09,43,RM21-0374,2021,CLA,5.4-5.9,P,T,283,750.7,15.6,,,D,,5,22.56,44.88
Plant Rows,N21-0375,Mx17-09,49,RM21-0375,2021,CLA,5.4-5.9,W,T,283,733.8,12.8,,,D,,4,22.24,44.94
Plant Rows,N21-0376,Mx17-09,51,RM21-0376,2021,CLA,5.4-5.9,P,G,283,725.3,13.8,,,D,,4.5,22.86,42.42
Plant Rows,N21-0377,Mx17-09,52,RM21-0377,2021,CLA,5.4-5.9,W,G,284,659.3,13.8,,,I,,4.5,20.59,45.56
Plant Rows,N21-0378,Mx17-09,55,RM21-0378,2021,CLA,5.4-5.9,W,T,282,1171,14.2,,,I,,3,22.5,42.98
Plant Rows,N21-0379,Mx17-09,56,RM21-0379,2021,CLA,5.4-5.9,W,T,283,1253,11.4,,,I,,3,22.46,42.22
Plant Rows,N21-0380,Mx17-09,61,RM21-0380,2021,CLA,5.4-5.9,W,G,283,749,14,,,S,,x,22.29,42.65
Plant Rows,N21-0381,Mx17-09,63,RM21-0381,2021,CLA,5.4-5.9,W,T,283,1135.4,13.2,,,I,,3.5,22.08,44.42
Plant Rows,N21-0382,Mx17-09,70,RM21-0382,2021,CLA,5.4-5.9,W,T,284,988.9,11.4,,,I,,3,23.03,42.58
Plant Rows,N21-0383,Mx17-09,71,RM21-0383,2021,CLA,5.4-5.9,S,T,283,856,12.9,,,I,,3,23.03,42.83
Plant Rows,N21-0384,Mx17-09,74,RM21-0384,2021,CLA,5.4-5.9,P,G,283,1155.7,12.9,,,I,,3,22.87,42.2
Plant Rows,N21-0385,Mx17-09,77,RM21-0385,2021,CLA,5.4-5.9,P,T,285,1170.8,13,,,I,,3,22.72,43.33
Plant Rows,N21-0386,Mx17-09,80,RM21-0386,2021,CLA,5.4-5.9,W,T,283,1131.1,12.4,,,I,,3.5,23.5,41.31
Plant Rows,N21-0387,Mx17-09,83,RM21-0387,2021,CLA,5.4-5.9,W,G,283,996.4,15.1,,,I,,4,22.38,43.86
Plant Rows,N21-0388,Mx17-09,87,RM21-0388,2021,CLA,5.4-5.9,W,G,283,658.8,12.3,,,D,,4,22.89,42.2
Plant Rows,N21-0389,Mx17-10,11,RM21-0389,2021,CLA,5.4-5.9,W,S,283,445.7,10.7,,,D,,x,23.19,44.27
Plant Rows,N21-0390,Mx17-10,14,RM21-0390,2021,CLA,5.4-5.9,W,T,283,455.7,12.7,,,D,,5,23,45.76
Plant Rows,N21-0391,Mx17-10,20,RM21-0391,2021,CLA,5.4-5.9,P,G,285,1588.6,13.8,,,S,,x,24.75,42.43
Plant Rows,N21-0392,Mx17-10,23,RM21-0392,2021,CLA,5.4-5.9,P,G,285,818.4,13.2,,,I,,4,23.76,42.93
Plant Rows,N21-0393,Mx17-10,39,RM21-0393,2021,CLA,5.4-5.9,P,G,284,1073.5,14.8,,,S,,x,23.56,43.65
Plant Rows,N21-0394,Mx17-10,51,RM21-0394,2021,CLA,5.4-5.9,W,S,283,498.4,10.5,,,D,,x,24.53,43.15
Plant Rows,N21-0395,Mx17-10,59,RM21-0395,2021,CLA,5.4-5.9,P,T,285,645,15.2,,,D,,3.5,24.67,43.43
Plant Rows,N21-0396,Mx17-10,60,RM21-0396,2021,CLA,5.4-5.9,P,T,285,431.9,12.5,,,D,,3,23.38,43.79
Plant Rows,N21-0398,Mx17-10,64,RM21-0398,2021,CLA,5.4-5.9,P,T,284,612.4,14.5,,,D,,4,24.59,41.78
Plant Rows,N21-0400,Mx17-10,68,RM21-0400,2021,CLA,5.4-5.9,W,T,283,501,12.5,,,D,,4,23.84,43.24
Plant Rows,N21-0401,Mx17-10,71,RM21-0401,2021,CLA,5.4-5.9,W,T,285,781.3,13.7,,,D,,2,24.23,41.56
Plant Rows,N21-0402,Mx17-11,19,RM21-0402,2021,CLA,5.4-5.9,W,G,284,845.7,15.9,,,D,,5,20.16,47.06
Plant Rows,N21-0403,Mx17-11,30,RM21-0403,2021,CLA,5.4-5.9,P,G,283,365.8,13.1,,,D,,5,20.62,45.13
Plant Rows,N21-0405,Mx17-12,5,RM21-0405,2021,CLA,5.4-5.9,W,T,284,736.8,15.6,,,S,,x,21.28,46.48
Plant Rows,N21-0406,Mx17-12,6,RM21-0406,2021,CLA,5.4-5.9,W,T,282,1026.5,12.3,,,D,,3.5,21.63,44.37
Plant Rows,N21-0407,Mx17-12,7,RM21-0407,2021,CLA,5.4-5.9,P,S,283,1263.9,14.2,,,I,,x,23.35,39.9
Plant Rows,N21-0408,Mx17-12,8,RM21-0408,2021,CLA,5.4-5.9,W,G,284,962.2,13.1,,,I,,3,22.93,41.57
