test,genotype,cross,plant_no,plot,year,loc,mg,fc,pb,md,yield,seed_weight,gs_gl,ht,det,ldg,ag_score,oil_dry_basis,protein_dry_basis
Plant Rows,N21-1524,Mx17-30,30,RM21-1524,2021,CLA,6.6-7.0,P,G,52,1074,15.1,,,I,,3,23.3,43.15
Plant Rows,N21-1525,Mx17-37,2,RM21-1525,2021,CLA,6.6-7.0,W,G,59,1036.8,15.1,,,I,,3.5,21.11,45.22
Plant Rows,N21-1526,Mx17-37,5,RM21-1526,2021,CLA,6.6-7.0,W,G,59,1328.8,16.1,,,I,,3,22.28,42.96
Plant Rows,N21-1527,Mx17-37,8,RM21-1527,2021,CLA,6.6-7.0,W,G,52,1005.2,18.3,,,S,,x,22.26,44.43
Plant Rows,N21-1528,Mx17-37,9,RM21-1528,2021,CLA,6.6-7.0,P,G,52,1028.1,17.3,,,I,,4,20.38,46.37
Plant Rows,N21-1529,Mx17-37,11,RM21-1529,2021,CLA,6.6-7.0,W,G,55,937.7,14.9,,,I,,3,22.3,44.22
Plant Rows,N21-1530,Mx17-37,14,RM21-1530,2021,CLA,6.6-7.0,P,G,52,1263,14.9,,,I,,3.5,21.4,43.04
Plant Rows,N21-1531,Mx17-37,15,RM21-1531,2021,CLA,6.6-7.0,W,G,52,1159.7,18.2,,,I,,3,20.91,46.16
Plant Rows,N21-1532,Mx17-37,16,RM21-1532,2021,CLA,6.6-7.0,P,G,60,963.2,18.6,,,I,,3,21.77,44.62
Plant Rows,N21-1533,Mx17-37,22,RM21-1533,2021,CLA,6.6-7.0,P,G,58,992.5,17.1,,,D,,2.5,21.11,44.91
Plant Rows,N21-1534,Mx17-37,23,RM21-1534,2021,CLA,6.6-7.0,W,G,52,1017.7,16.5,,,D,,2.5,23.05,44.26
Plant Rows,N21-1535,Mx17-37,31,RM21-1535,2021,CLA,6.6-7.0,P,G,52,1216.4,15.3,,,D,,3,23,42.6
Plant Rows,N21-1536,Mx17-37,32,RM21-1536,2021,CLA,6.6-7.0,W,G,52,560.3,18.1,,,D,,4,21.64,45.67
Plant Rows,N21-1537,Mx17-37,35,RM21-1537,2021,CLA,6.6-7.0,W,G,55,1144.5,17.1,,,S,,x,20.39,45.46
Plant Rows,N21-1538,Mx17-37,37,RM21-1538,2021,CLA,6.6-7.0,W,G,52,893.8,16.9,,,S,,x,21.07,44.62
Plant Rows,N21-1539,Mx17-37,38,RM21-1539,2021,CLA,6.6-7.0,S,G,52,1436.8,14.8,,,I,,2.5,22.66,40.92
Plant Rows,N21-1540,,47,RM21-1540,2021,CLA,6.6-7.0,W,G,52,893.6,14.8,,,D,,3,,
Plant Rows,N21-1541,Mx17-37,49,RM21-1541,2021,CLA,6.6-7.0,W,G,52,904.9,18.9,,,D,,3,22.35,44.65
Plant Rows,N21-1542,Mx17-37,53,RM21-1542,2021,CLA,6.6-7.0,P,G,52,904.1,17.3,,,D,,4,24.23,43.17
Plant Rows,N21-1543,Mx17-37,58,RM21-1543,2021,CLA,6.6-7.0,W,G,52,861.4,16.8,,,D,,3,22.36,44.39
Plant Rows,N21-1544,Mx17-37,59,RM21-1544,2021,CLA,6.6-7.0,P,G,55,1070.5,17.2,,,D,,4,22.71,44
Plant Rows,N21-1545,Mx17-37,64,RM21-1545,2021,CLA,6.6-7.0,P,G,52,1211.3,15.3,,,D,,3,22.81,43.86
Plant Rows,N21-1546,Mx17-37,66,RM21-1546,2021,CLA,6.6-7.0,W,G,52,831,16.5,,,D,,3,22.64,43.6
Plant Rows,N21-1547,Mx17-37,76,RM21-1547,2021,CLA,6.6-7.0,P,G,52,652.8,11.5,,,D,,4,22.7,44.25
Plant Rows,N21-1548,Mx17-37,77,RM21-1548,2021,CLA,6.6-7.0,P,G,58,1264.2,16,,,D,,2,22.19,42.82
Plant Rows,N21-1549,Mx17-37,79,RM21-1549,2021,CLA,6.6-7.0,W,G,60,1040.4,15.4,,,I,,3,22.03,45.84
Plant Rows,N21-1550,Mx17-37,81,RM21-1550,2021,CLA,6.6-7.0,W,G,58,1394.5,16.6,,,I,,2,23,42.82
Plant Rows,N21-1551,Mx17-37,82,RM21-1551,2021,CLA,6.6-7.0,W,G,2,629.9,19.2,,,D,,3.5,20.23,46.18
Plant Rows,N21-1552,Mx17-37,84,RM21-1552,2021,CLA,6.6-7.0,P,G,52,1077.5,16.4,,,D,,3,21.64,44.32
Plant Rows,N21-1553,Mx17-37,85,RM21-1553,2021,CLA,6.6-7.0,W,G,52,682.2,19.7,,,D,,4,20.17,46.31
Plant Rows,N21-1554,Mx17-37,87,RM21-1554,2021,CLA,6.6-7.0,W,G,59,1054.3,17.9,,,D,,4,20.92,45.55
Plant Rows,N21-1555,Mx17-38,5,RM21-1555,2021,CLA,6.6-7.0,P,G,52,854.9,16.4,,,D,,4,23.18,42.73
Plant Rows,N21-1556,Mx17-38,22,RM21-1556,2021,CLA,6.6-7.0,W,T,54,1182.8,13.1,,,D,,2.5,23.57,42.32
Plant Rows,N21-1557,Mx17-45-1,1,RM21-1557,2021,CLA,6.6-7.0,P,T,54,822.6,13.1,,,I,,3,20.65,46.05
Plant Rows,N21-1558,Mx17-45-1,2,RM21-1558,2021,CLA,6.6-7.0,P,T,55,772.8,15.5,,,I,,4,20.69,46.69
Plant Rows,N21-1559,Mx17-45-1,3,RM21-1559,2021,CLA,6.6-7.0,P,T,52,949.9,12.2,,,D,,4,21.27,44.3
Plant Rows,N21-1560,Mx17-45-1,4,RM21-1560,2021,CLA,6.6-7.0,P,T,55,1234.3,14.3,,,D,,2,21.39,44.83
Plant Rows,N21-1561,Mx17-45-1,5,RM21-1561,2021,CLA,6.6-7.0,P,T,52,1183.4,14.3,,,D,,1,22,42.92
Plant Rows,N21-1562,Mx17-45-1,6,RM21-1562,2021,CLA,6.6-7.0,P,T,52,802.4,12.3,,,D,,3.5,20.85,45.18
Plant Rows,N21-1563,Mx17-45-1,7,RM21-1563,2021,CLA,6.6-7.0,P,T,52,1000.9,17,,,I,,3.5,21.68,44.57
Plant Rows,N21-1564,Mx17-45-1,8,RM21-1564,2021,CLA,6.6-7.0,P,T,52,786.2,14.2,,,D,,2,21.25,45.54
Plant Rows,N21-1565,Mx17-45-1,10,RM21-1565,2021,CLA,6.6-7.0,P,T,59,551.6,13.7,,,D,,5,20.09,46.04
Plant Rows,N21-1566,Mx17-45-1,11,RM21-1566,2021,CLA,6.6-7.0,P,T,54,635.5,14.2,,,D,,3,19.18,48.95
Plant Rows,N21-1567,Mx17-45-1,12,RM21-1567,2021,CLA,6.6-7.0,P,T,52,1437.4,15.1,,,D,,2,20.73,45.18
Plant Rows,N21-1568,Mx17-45-1,13,RM21-1568,2021,CLA,6.6-7.0,P,T,52,794.2,14.8,,,D,,4,21.71,43.19
Plant Rows,N21-1569,Mx17-45-1,14,RM21-1569,2021,CLA,6.6-7.0,P,T,52,1054.8,15.2,,,D,,3,21.15,44.09
Plant Rows,N21-1570,Mx17-45-1,15,RM21-1570,2021,CLA,6.6-7.0,P,T,53,803.9,15.7,,,D,,2,22.29,44.89
Plant Rows,N21-1571,Mx17-45-1,16,RM21-1571,2021,CLA,6.6-7.0,P,T,54,830.4,13.4,,,D,,2,21.44,46.2
Plant Rows,N21-1572,Mx17-45-1,17,RM21-1572,2021,CLA,6.6-7.0,P,T,60,1051.7,17.6,,,D,,2,21.37,44.91
Plant Rows,N21-1573,Mx17-45-1,18,RM21-1573,2021,CLA,6.6-7.0,P,T,59,1617.1,19,,,D,,2,22.29,43.45
Plant Rows,N21-1574,Mx17-45-1,19,RM21-1574,2021,CLA,6.6-7.0,P,T,52,724.1,13.6,,,D,,1.5,19.21,48.05
Plant Rows,N21-1575,Mx17-45-1,20,RM21-1575,2021,CLA,6.6-7.0,P,T,59,531.8,15.9,,,D,,2,20.75,48.61
Plant Rows,N21-1576,Mx17-45-1,21,RM21-1576,2021,CLA,6.6-7.0,P,T,55,870.2,13.8,,,D,,2.5,19.84,48.52
Plant Rows,N21-1577,Mx17-45-1,22,RM21-1577,2021,CLA,6.6-7.0,P,T,60,607.2,16.9,,,D,,3.5,21.3,43.66
Plant Rows,N21-1578,Mx17-45-1,24,RM21-1578,2021,CLA,6.6-7.0,P,T,53,1306.5,16,,,D,,3,20.44,45.55
Plant Rows,N21-1579,Mx17-45-1,25,RM21-1579,2021,CLA,6.6-7.0,P,T,54,826.8,14.7,,,D,,3.5,20.15,48.01
Plant Rows,N21-1580,Mx17-45-1,27,RM21-1580,2021,CLA,6.6-7.0,P,T,56,545.3,14.7,,,D,,2.5,19.13,48.97
Plant Rows,N21-1581,Mx17-45-1,30,RM21-1581,2021,CLA,6.6-7.0,P,T,52,961,14.6,,,D,,3,20.98,45.84
Plant Rows,N21-1582,Mx17-45-1,31,RM21-1582,2021,CLA,6.6-7.0,P,T,55,1117.7,14.9,,,D,,3,20.78,46.51
Plant Rows,N21-1583,Mx17-45-1,33,RM21-1583,2021,CLA,6.6-7.0,P,T,54,871.8,14.2,,,D,,4,21.96,44.37
Plant Rows,N21-1584,Mx17-45-1,35,RM21-1584,2021,CLA,6.6-7.0,P,T,58,779.3,17.7,,,D,,3,21.2,44.77
Plant Rows,N21-1585,Mx17-45-1,38,RM21-1585,2021,CLA,6.6-7.0,P,T,52,1194.6,14.4,,,D,,2,21.32,42.72
Plant Rows,N21-1586,Mx17-45-1,41,RM21-1586,2021,CLA,6.6-7.0,P,T,52,1445.1,13.6,,,D,,1.5,20.69,46.82
Plant Rows,N21-1587,Mx17-45-1,42,RM21-1587,2021,CLA,6.6-7.0,P,T,57,1305.7,14.9,,,D,,2,21.95,43.28
Plant Rows,N21-1588,Mx17-45-1,44,RM21-1588,2021,CLA,6.6-7.0,P,T,52,1039.9,14.6,,,D,,1,19.84,49.34
Plant Rows,N21-1589,Mx17-45-1,45,RM21-1589,2021,CLA,6.6-7.0,P,T,52,943.5,13.7,,,D,,2,21.42,43.08
Plant Rows,N21-1590,Mx17-45-1,49,RM21-1590,2021,CLA,6.6-7.0,P,T,52,1198.3,13,,,D,,1.5,22.69,44.14
Plant Rows,N21-1591,Mx17-45-1,50,RM21-1591,2021,CLA,6.6-7.0,P,T,56,947.1,15,,,I,,2,19.88,45.86
Plant Rows,N21-1592,Mx17-45-1,51,RM21-1592,2021,CLA,6.6-7.0,P,T,52,1019,14,,,I,,2.5,22.25,44.47
Plant Rows,N21-1593,Mx17-45-1,52,RM21-1593,2021,CLA,6.6-7.0,P,T,54,459.3,15.2,,,D,,4,19.73,48.31
Plant Rows,N21-1594,Mx17-45-1,54,RM21-1594,2021,CLA,6.6-7.0,P,T,54,889.4,15.9,,,D,,3,20.96,44.6
Plant Rows,N21-1595,Mx17-45-1,55,RM21-1595,2021,CLA,6.6-7.0,P,T,53,1194.8,15.5,,,I,,2,20.09,47.9
Plant Rows,N21-1596,Mx17-45-1,56,RM21-1596,2021,CLA,6.6-7.0,P,T,61,367.7,15.3,,,I,,2,18.98,48.2
Plant Rows,N21-1597,Mx17-45-1,57,RM21-1597,2021,CLA,6.6-7.0,P,T,61,675.5,16.5,,,D,,2,21.01,44.93
Plant Rows,N21-1598,,58,RM21-1598,2021,CLA,6.6-7.0,P,T,52,535.1,13.6,,,D,,2,,
Plant Rows,N21-1599,Mx17-45-1,59,RM21-1599,2021,CLA,6.6-7.0,P,T,58,671.4,16.6,,,D,,2,18.63,50.09
Plant Rows,N21-1600,Mx17-45-1,60,RM21-1600,2021,CLA,6.6-7.0,P,T,59,999.6,15.8,,,D,,2,20.83,46.42
Plant Rows,N21-1601,Mx17-45-1,62,RM21-1601,2021,CLA,6.6-7.0,P,T,60,648.5,16.1,,,D,,3,21.92,44.11
Plant Rows,N21-1602,Mx17-45-1,66,RM21-1602,2021,CLA,6.6-7.0,P,T,60,612.2,16.6,,,D,,3,21.8,46.48
Plant Rows,N21-1603,Mx17-45-1,67,RM21-1603,2021,CLA,6.6-7.0,P,T,54,261.1,14.8,,,D,,4,21.66,45.52
Plant Rows,N21-1604,Mx17-45-1,68,RM21-1604,2021,CLA,6.6-7.0,P,T,54,463.5,15.4,,,D,,4,20.15,46.39
Plant Rows,N21-1606,Mx17-45-1,71,RM21-1606,2021,CLA,6.6-7.0,P,T,54,757.9,13.7,,,D,,3,20.95,44.81
Plant Rows,N21-1607,Mx17-45-1,72,RM21-1607,2021,CLA,6.6-7.0,P,T,54,390.5,10.7,,,D,,4,19.66,47.79
Plant Rows,N21-1609,Mx17-45-1,76,RM21-1609,2021,CLA,6.6-7.0,P,T,60,421.7,16.7,,,D,,4,21.27,47.58
Plant Rows,N21-1612,Mx17-45-1,83,RM21-1612,2021,CLA,6.6-7.0,P,T,52,668.8,15.1,,,D,,4,20.18,49.51
Plant Rows,N21-1613,Mx17-45-1,84,RM21-1613,2021,CLA,6.6-7.0,P,T,57,619.7,16.5,,,D,,4,21.85,43.55
Plant Rows,N21-1614,Mx17-45-1,86,RM21-1614,2021,CLA,6.6-7.0,P,T,53,1100.4,16,,,D,,4,21.87,43.85
Plant Rows,N21-1615,Mx17-45-1,87,RM21-1615,2021,CLA,6.6-7.0,P,T,60,759.2,14.7,,,D,,3,19.31,48.52
Plant Rows,N21-1616,Mx17-45-1,89,RM21-1616,2021,CLA,6.6-7.0,P,T,60,384.1,14.2,,,I,,4,19.11,49.58
Plant Rows,N21-1617,Mx17-45-1,91,RM21-1617,2021,CLA,6.6-7.0,P,T,60,949.8,17.3,,,D,,4,23.04,44.23
Plant Rows,N21-1620,Mx17-45-1,96,RM21-1620,2021,CLA,6.6-7.0,P,T,59,736,15.4,,,D,,2.5,21.13,47.3
Plant Rows,N21-1622,Mx17-45-1,100,RM21-1622,2021,CLA,6.6-7.0,P,T,55,934.5,17.9,,,D,,3,19.67,49.06
Plant Rows,N21-1623,Mx17-45-2,1,RM21-1623,2021,CLA,6.6-7.0,P,T,59,957.1,14.5,,,D,,3,21.83,44.83
Plant Rows,N21-1625,Mx17-45-2,5,RM21-1625,2021,CLA,6.6-7.0,P,T,54,1104.6,12.8,,,I,,2.5,22.16,45.49
Plant Rows,N21-1626,Mx17-45-2,6,RM21-1626,2021,CLA,6.6-7.0,P,T,52,813.9,14.3,,,D,,2.5,23,43.26
Plant Rows,N21-1627,Mx17-45-2,7,RM21-1627,2021,CLA,6.6-7.0,P,T,52,817.2,12,,,D,,2.5,21.07,44.52
Plant Rows,N21-1628,Mx17-45-2,8,RM21-1628,2021,CLA,6.6-7.0,P,T,52,857.8,13.1,,,D,,2.5,20.55,47.01
Plant Rows,N21-1629,Mx17-45-2,9,RM21-1629,2021,CLA,6.6-7.0,P,T,55,652.1,13.3,,,I,,3,19.76,47.95
Plant Rows,N21-1630,Mx17-45-2,10,RM21-1630,2021,CLA,6.6-7.0,P,T,60,618.1,15.3,,,S,,x,20.11,46.24
Plant Rows,N21-1631,Mx17-45-2,13,RM21-1631,2021,CLA,6.6-7.0,P,T,55,788.9,13,,,S,,x,19.26,49.65
Plant Rows,N21-1632,Mx17-45-2,14,RM21-1632,2021,CLA,6.6-7.0,P,T,52,769,11.7,,,I,,2.5,20.26,46.69
Plant Rows,N21-1634,Mx17-45-2,17,RM21-1634,2021,CLA,6.6-7.0,P,T,52,938.3,13.7,,,D,,3,21.85,43.53
Plant Rows,N21-1635,Mx17-45-2,19,RM21-1635,2021,CLA,6.6-7.0,P,T,53,931.2,14.4,,,D,,3,21.82,45.46
Plant Rows,N21-1637,Mx17-45-2,30,RM21-1637,2021,CLA,6.6-7.0,P,T,54,954.8,13,,,D,,3,20.05,46.36
Plant Rows,N21-1640,Mx17-45-2,36,RM21-1640,2021,CLA,6.6-7.0,P,T,55,546.5,14,,,D,,4,19.96,47.48
Plant Rows,N21-1641,Mx17-45-2,38,RM21-1641,2021,CLA,6.6-7.0,P,T,59,444.2,15,,,D,,4,21.91,46
Plant Rows,N21-1642,Mx17-45-2,40,RM21-1642,2021,CLA,6.6-7.0,P,T,59,738.9,16.8,,,D,,4,22.01,45.87
Plant Rows,N21-1643,Mx17-45-2,41,RM21-1643,2021,CLA,6.6-7.0,P,T,59,810.5,16,,,D,,4,20.58,46.67
Plant Rows,N21-1644,Mx17-45-2,43,RM21-1644,2021,CLA,6.6-7.0,P,T,58,296,14,,,D,,4,18.89,47.99
Plant Rows,N21-1645,Mx17-45-2,44,RM21-1645,2021,CLA,6.6-7.0,P,T,58,901.2,12.8,,,D,,3,20.37,48.47
Plant Rows,N21-1648,Mx17-45-2,47,RM21-1648,2021,CLA,6.6-7.0,P,T,52,721.9,13.3,,,I,,3,17.99,50.61
Plant Rows,N21-1649,Mx17-45-2,48,RM21-1649,2021,CLA,6.6-7.0,P,T,52,994.1,12.4,,,I,,3,21.68,44.09
Plant Rows,N21-1650,Mx17-45-2,49,RM21-1650,2021,CLA,6.6-7.0,P,T,58,932.8,15.6,,,I,,3,22.47,42.54
Plant Rows,N21-1651,Mx17-45-2,51,RM21-1651,2021,CLA,6.6-7.0,P,T,52,686.5,12.2,,,I,,3,20.48,47.81
Plant Rows,N21-1653,Mx17-45-2,53,RM21-1653,2021,CLA,6.6-7.0,P,T,61,805.9,15,,,I,,3,21.63,44.59
Plant Rows,N21-1654,Mx17-45-2,56,RM21-1654,2021,CLA,6.6-7.0,P,T,52,727.8,12.7,,,I,,3,19.69,47.37
Plant Rows,N21-1655,Mx17-45-2,57,RM21-1655,2021,CLA,6.6-7.0,P,T,52,666.5,14.4,,,D,,2.5,21.3,48.29
Plant Rows,N21-1656,Mx17-45-2,60,RM21-1656,2021,CLA,6.6-7.0,P,T,54,845.1,13.4,,,D,,3,19.96,46.93
Plant Rows,N21-1657,Mx17-45-2,62,RM21-1657,2021,CLA,6.6-7.0,P,T,55,824.2,15,,,I,,3,20.62,46.82
Plant Rows,N21-1658,Mx17-45-2,63,RM21-1658,2021,CLA,6.6-7.0,P,T,52,746.6,13.3,,,I,,2,22.16,42.94
Plant Rows,N21-1659,Mx17-45-2,64,RM21-1659,2021,CLA,6.6-7.0,P,T,52,605.9,12.3,,,D,,2,20.13,48.4
Plant Rows,N21-1660,Mx17-45-2,65,RM21-1660,2021,CLA,6.6-7.0,P,T,52,590.2,13.1,,,I,,3.5,20.47,47.43
Plant Rows,N21-1662,Mx17-45-2,68,RM21-1662,2021,CLA,6.6-7.0,P,T,52,912.2,15.1,,,I,,3,22.32,43.91
Plant Rows,N21-1663,Mx17-45-2,70,RM21-1663,2021,CLA,6.6-7.0,P,T,52,785,13.8,,,I,,2.5,20.08,47.51
Plant Rows,N21-1664,Mx17-45-2,71,RM21-1664,2021,CLA,6.6-7.0,P,T,52,863.8,16.2,,,I,,2,20.89,47.96
Plant Rows,N21-1665,Mx17-45-2,72,RM21-1665,2021,CLA,6.6-7.0,P,T,52,848,15.2,,,I,,3,22.28,45.45
Plant Rows,N21-1668,Mx17-45-2,78,RM21-1668,2021,CLA,6.6-7.0,P,T,54,942,15.7,,,D,,4,19.62,49.88
Plant Rows,N21-1669,Mx17-45-2,79,RM21-1669,2021,CLA,6.6-7.0,P,T,64,352.5,11.3,,,D,,4,21.49,46.29
Plant Rows,N21-1670,Mx17-45-2,80,RM21-1670,2021,CLA,6.6-7.0,P,T,59,802.7,15.8,,,D,,4,21.88,44.69
Plant Rows,N21-1671,Mx17-45-2,81,RM21-1671,2021,CLA,6.6-7.0,P,T,59,605.3,14.6,,,D,,4,19.55,47.92
Plant Rows,N21-1672,Mx17-45-2,82,RM21-1672,2021,CLA,6.6-7.0,P,T,60,402.8,13.1,,,D,,3,18.97,48.18
Plant Rows,N21-1673,Mx17-45-2,83,RM21-1673,2021,CLA,6.6-7.0,P,T,59,978.7,17.1,,,D,,2,24.21,41.11
Plant Rows,N21-1676,Mx17-46-1,5,RM21-1676,2021,CLA,6.6-7.0,P,T,54,926.3,15.5,,,I,,2,21.53,44.9
Plant Rows,N21-1677,Mx17-46-1,6,RM21-1677,2021,CLA,6.6-7.0,P,T,59,965.9,14.5,,,I,,3,21.93,45.65
Plant Rows,N21-1678,Mx17-46-1,8,RM21-1678,2021,CLA,6.6-7.0,P,T,59,896.1,15,,,I,,3,22.35,43.29
Plant Rows,N21-1679,Mx17-46-1,9,RM21-1679,2021,CLA,6.6-7.0,P,T,54,648.4,15.5,,,I,,2.5,21.37,45.97
Plant Rows,N21-1681,Mx17-46-1,13,RM21-1681,2021,CLA,6.6-7.0,P,T,52,504.8,15.8,,,I,,4,20.88,47.78
Plant Rows,N21-1682,Mx17-46-1,15,RM21-1682,2021,CLA,6.6-7.0,P,T,60,694.4,15.4,,,I,,4,20.66,45.88
Plant Rows,N21-1683,Mx17-46-1,17,RM21-1683,2021,CLA,6.6-7.0,P,T,52,503.3,15.5,,,I,,4,22.46,44.95
Plant Rows,N21-1684,Mx17-46-1,19,RM21-1684,2021,CLA,6.6-7.0,P,T,52,1125.1,16.1,,,I,,3,21.82,42.98
Plant Rows,N21-1685,Mx17-46-1,20,RM21-1685,2021,CLA,6.6-7.0,P,T,57,1023.9,15.5,,,I,,3,23.52,39.94
Plant Rows,N21-1686,Mx17-46-1,21,RM21-1686,2021,CLA,6.6-7.0,P,T,52,604.5,16.5,,,I,,4,22.16,45.6
Plant Rows,N21-1687,Mx17-46-1,22,RM21-1687,2021,CLA,6.6-7.0,P,T,60,823.3,17.3,,,I,,4,21.39,45.27
Plant Rows,N21-1688,Mx17-46-1,28,RM21-1688,2021,CLA,6.6-7.0,P,T,59,441.8,15.9,,,I,,4,21.18,46.29
Plant Rows,N21-1690,Mx17-46-1,35,RM21-1690,2021,CLA,6.6-7.0,P,T,52,619.2,16.1,,,I,,4,21.11,46.1
Plant Rows,N21-1691,Mx17-46-1,36,RM21-1691,2021,CLA,6.6-7.0,P,T,53,787.8,15,,,I,,2.5,21.84,45.22
Plant Rows,N21-1692,Mx17-46-1,39,RM21-1692,2021,CLA,6.6-7.0,P,T,53,840.5,15.5,,,I,,3,20.83,45.52
Plant Rows,N21-1693,Mx17-46-1,43,RM21-1693,2021,CLA,6.6-7.0,P,T,52,911.4,16.5,,,I,,3,22.27,45.82
Plant Rows,N21-1696,Mx17-46-1,48,RM21-1696,2021,CLA,6.6-7.0,P,T,53,983.7,15.2,,,I,,4,21.89,44.03
Plant Rows,N21-1697,Mx17-46-1,50,RM21-1697,2021,CLA,6.6-7.0,P,T,52,897.2,15,,,I,,4,22.85,42.4
Plant Rows,N21-1698,Mx17-46-1,51,RM21-1698,2021,CLA,6.6-7.0,P,T,59,564.1,16,,,I,,4,20.03,47.62
Plant Rows,N21-1699,Mx17-46-1,53,RM21-1699,2021,CLA,6.6-7.0,P,T,63,1064.5,17,,,I,,4,21.21,45.55
Plant Rows,N21-1700,Mx17-46-1,54,RM21-1700,2021,CLA,6.6-7.0,P,T,63,904.9,17.1,,,I,,4,21.35,43.95
Plant Rows,N21-1701,Mx17-46-1,55,RM21-1701,2021,CLA,6.6-7.0,P,T,63,495.8,16.6,,,I,,4,19.99,46.47
Plant Rows,N21-1704,Mx17-46-1,61,RM21-1704,2021,CLA,6.6-7.0,P,T,52,844.8,15.8,,,I,,4,20.88,44.99
Plant Rows,N21-1705,Mx17-46-1,62,RM21-1705,2021,CLA,6.6-7.0,P,T,52,728.9,15.2,,,I,,4,22.4,45.53
Plant Rows,N21-1706,Mx17-46-1,66,RM21-1706,2021,CLA,6.6-7.0,P,T,52,579.4,16.8,,,I,,4,21.24,46.45
Plant Rows,N21-1707,Mx17-46-1,67,RM21-1707,2021,CLA,6.6-7.0,P,T,59,919.1,17.2,,,I,,3.5,20.95,45.61
Plant Rows,N21-1709,Mx17-46-1,70,RM21-1709,2021,CLA,6.6-7.0,P,T,59,1013.2,16,,,I,,3,21.6,44.97
Plant Rows,N21-1710,Mx17-46-1,73,RM21-1710,2021,CLA,6.6-7.0,P,T,64,352.4,15.8,,,I,,4.5,19.37,48.01
Plant Rows,N21-1711,Mx17-46-1,76,RM21-1711,2021,CLA,6.6-7.0,P,T,54,903.8,17,,,I,,3,21.18,44.96
Plant Rows,N21-1712,Mx17-46-1,77,RM21-1712,2021,CLA,6.6-7.0,P,T,52,813.1,15.3,,,I,,3,22.56,44.78
Plant Rows,N21-1713,Mx17-46-1,83,RM21-1713,2021,CLA,6.6-7.0,P,T,59,1103.7,15.7,,,I,,3,21.59,43.98
Plant Rows,N21-1714,Mx17-46-1,86,RM21-1714,2021,CLA,6.6-7.0,P,T,52,912.2,17,,,I,,3,21.93,43.73
Plant Rows,N21-1715,Mx17-46-2,1,RM21-1715,2021,CLA,6.6-7.0,P,T,52,562.1,17.4,,,I,,4,21.4,45.51
Plant Rows,N21-1716,Mx17-46-2,11,RM21-1716,2021,CLA,6.6-7.0,P,T,53,646.6,16.8,,,I,,4,21.04,45.77
Plant Rows,N21-1718,Mx17-46-2,28,RM21-1718,2021,CLA,6.6-7.0,P,T,52,838.2,16.2,,,I,,3,21.56,44.97
Plant Rows,N21-1719,Mx17-46-2,33,RM21-1719,2021,CLA,6.6-7.0,P,T,52,763.5,15.7,,,I,,4,20.71,45.03
Plant Rows,N21-1720,Mx17-46-2,35,RM21-1720,2021,CLA,6.6-7.0,P,T,52,929.5,14.7,,,I,,3.5,21.42,46.19
Plant Rows,N21-1721,Mx17-46-2,41,RM21-1721,2021,CLA,6.6-7.0,P,T,59,603.2,16.7,,,I,,3.5,20.85,45.88
Plant Rows,N21-1724,Mx17-46-2,55,RM21-1724,2021,CLA,6.6-7.0,P,T,54,809,15.8,,,I,,4,21.2,46.18
Plant Rows,N21-1725,Mx17-46-2,58,RM21-1725,2021,CLA,6.6-7.0,P,T,54,754.9,16.6,,,I,,4,21.56,43.61
Plant Rows,N21-1726,Mx17-46-2,64,RM21-1726,2021,CLA,6.6-7.0,P,T,63,840.4,16.4,,,I,,4,18.42,47.55
Plant Rows,N21-1727,Mx17-46-2,65,RM21-1727,2021,CLA,6.6-7.0,P,T,63,901.7,16.1,,,I,,2,20.36,46.54
Plant Rows,N21-1728,Mx17-46-2,66,RM21-1728,2021,CLA,6.6-7.0,P,T,52,536.7,15.5,,,I,,2.5,22.75,47.06
Plant Rows,N21-1729,Mx17-46-2,69,RM21-1729,2021,CLA,6.6-7.0,P,T,53,966.5,14.8,,,I,,2.5,21.92,44.58
Plant Rows,N21-1731,Mx17-47-1,1,RM21-1731,2021,CLA,6.6-7.0,W,G,55,520,12.9,,,I,,3.5,21.5,45.12
Plant Rows,N21-1732,Mx17-47-1,4,RM21-1732,2021,CLA,6.6-7.0,W,T,60,587.7,12.7,,,I,,4,19.61,49.34
Plant Rows,N21-1733,Mx17-47-1,5,RM21-1733,2021,CLA,6.6-7.0,W,G,59,798.8,14.8,,,I,,3.5,20.54,44.74
Plant Rows,N21-1734,Mx17-47-1,7,RM21-1734,2021,CLA,6.6-7.0,P,T,58,673.6,13.8,,,I,,3,22.57,44.4
Plant Rows,N21-1735,Mx17-47-1,8,RM21-1735,2021,CLA,6.6-7.0,W,T,52,910,11.3,,,I,,4,20.37,46.18
Plant Rows,N21-1737,Mx17-47-1,10,RM21-1737,2021,CLA,6.6-7.0,W,G,52,752.8,12.3,,,I,,4,21.1,47.48
Plant Rows,N21-1738,Mx17-47-1,12,RM21-1738,2021,CLA,6.6-7.0,P,T,59,465.5,12.9,,,I,,4,20.65,47.44
Plant Rows,N21-1739,Mx17-47-1,14,RM21-1739,2021,CLA,6.6-7.0,W,G,52,972.9,12.7,,,I,,6,22.63,43.41
Plant Rows,N21-1740,Mx17-47-1,15,RM21-1740,2021,CLA,6.6-7.0,W,S,52,853.7,13,,,I,,x,21.38,44.34
Plant Rows,N21-1741,Mx17-47-1,18,RM21-1741,2021,CLA,6.6-7.0,W,T,52,724.6,11.3,,,I,,4,19.61,47.13
